,Unnamed: 0,Timestamp,PV_profile 2,PV_profile 5,PV_profile 6,PV_profile 3,PV_profile 4,PV_profile 7,PV_profile 1,WD 1,R210 Load,X84_1 MV Load_x,X84_1 MV Load_y,R1,R2,R3,R4,R5,R6
20,24990,2021-01-01 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2970844345258033,0.4241892850641391,0.0,0.1351351351351351,0.9998046648850828,0.9944180242990928,0.000104685104545,0.0214497146917511,0.0170498658084427,0.0004291943954659
21,24991,2021-01-01 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3224837061887493,0.4241892850641391,0.0,0.1621621621621621,0.9998909811198776,0.9943608703498046,0.0013260075127341,0.2119699527677804,0.0002107523724063,0.0299861128568816
22,24992,2021-01-01 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3259858578852879,0.4268185789927743,0.0,0.1351351351351351,0.9998208813691438,0.994360863595184,0.00010468396112,0.0620583248213348,0.000252902874504,0.0002669629324906
23,24993,2021-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3083223937092731,0.4154250518413521,0.0,0.1621621621621621,0.9998437589938496,0.9944314071163616,0.0114193665174679,0.056915925969172,0.0004215046066916,0.0109139976777784
24,24994,2021-01-01 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319135945678843,0.4215600253666455,0.0,0.1621621621621621,0.9998621564708284,0.9943681748184676,0.0134301877074167,0.2181672355036384,0.0215388911057841,0.0197372492332626
25,24995,2021-01-01 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3114440284375419,0.4382120719130553,0.0,0.1351351351351351,0.999789819768694,0.9943615656877932,0.0139754220075319,0.0235431369513946,0.0143733109966459,0.0002522947601831
26,24996,2021-01-01 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339998341306039,0.4513584388628077,0.0,0.1621621621621621,0.9998386148800076,0.9943903593996049,0.0148914135278337,0.2560575407154962,0.0042443183844763,0.0254094075221766
27,24997,2021-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2519491149908675,0.4609991262158979,0.0,0.1351351351351351,0.9998162742060088,0.9944049931022214,0.009042148033389,0.0276626620717945,0.0208820462417296,0.0055220282242293
28,24998,2021-01-01 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2770971470219466,0.4645048058125593,0.0,0.1621621621621621,0.9998085531030704,0.994360863595184,6.979083199095716e-05,0.2241944150378558,0.0188892655665818,0.0045999790185277
29,24999,2021-01-01 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2835933416036557,0.4040315589210707,0.0,0.1351351351351351,0.9997853179785222,0.9943700616943014,0.0012213224082216,0.0829304890356432,0.0185356701788991,0.0256175018136781
30,25000,2021-01-01 07:45:00,0.0,0.0017006802721088,0.0,0.0,0.0,0.0017337031900138,0.0016233766233766,0.2794665292337897,0.3935144516688131,0.0,0.1621621621621621,0.999845142273432,0.9944274038336016,0.0003007948725143,0.0984517225668589,0.4816148042379718,0.0003404349310009
31,25001,2021-01-01 08:00:00,0.0158730158730158,0.0136054421768707,0.013355592654424,0.0180360721442885,0.0143149284253578,0.0140429958391123,0.0129870129870129,0.1623025803815337,0.4110429523455288,0.0,0.1351351351351351,0.999785164852955,0.9943608703427256,0.0014446494115933,0.1846926056580963,0.2587055462988692,0.0218435112883086
32,25002,2021-01-01 08:15:00,0.0430839002267573,0.0408163265306122,0.028380634390651,0.0260521042084168,0.0224948875255623,0.0263522884882108,0.034090909090909,0.1232698506045311,0.3856266383451908,0.0,0.1621621621621621,0.9998214453520144,0.9943608602199976,0.0111598657353122,0.0175331924232302,0.1247899846115387,0.0083997531326696
33,25003,2021-01-01 08:30:00,0.0521541950113378,0.0952380952380952,0.0734557595993322,0.0701402805611222,0.0449897750511247,0.0558252427184466,0.086038961038961,0.1567780052697452,0.3829973786476968,0.0,0.1621621621621621,0.9998900386215788,0.9944212039754476,0.0139760028735234,0.2583772786722961,0.0183916559173436,0.0005952395961531
34,25004,2021-01-01 08:45:00,0.0839002267573696,0.1275510204081632,0.1168614357262103,0.1122244488977955,0.0695296523517382,0.0948335644937586,0.1168831168831168,0.1785343022706213,0.3698510116979453,0.0,0.1351351351351351,0.9997816054045204,0.9943774429654486,0.0134048880163027,0.024718722320524,0.0165054221912541,0.0299792188008243
35,25005,2021-01-01 09:00:00,0.0770975056689342,0.2465986394557823,0.2370617696160267,0.1743486973947895,0.1186094069529652,0.1825589459084604,0.2402597402597402,0.2011318458343658,0.3549518049498649,0.0,0.1621621621621621,0.9997844435642308,0.9943603910280048,0.0134121179695961,0.2303392573438726,0.4257619166470797,0.0002135703890581
36,25006,2021-01-01 09:15:00,0.1065759637188208,0.2993197278911565,0.2988313856427378,0.2004008016032064,0.1411042944785276,0.2371705963938973,0.3051948051948052,0.1136276153515167,0.3470639916262421,0.0,0.1351351351351351,0.9998478589109424,0.9943941337161624,0.0027168193278228,0.0358836377423562,0.3066683925091271,0.0139457397951724
37,25007,2021-01-01 09:30:00,0.1360544217687074,0.3095238095238095,0.3138564273789649,0.218436873747495,0.1717791411042944,0.282246879334258,0.3084415584415584,0.1742260802564659,0.3453111175967721,0.0,0.1621621621621621,0.999829776122888,0.9944047528785548,0.000411262339042,0.0850004668584394,0.0358644065523092,0.0161471583639097
38,25008,2021-01-01 09:45:00,0.1609977324263038,0.2874149659863945,0.2787979966611018,0.2164328657314629,0.1820040899795501,0.2701109570041609,0.2775974025974026,0.198434534045334,0.3093777305753173,0.0,0.1351351351351351,0.9997840310257842,0.9943608635966,0.0019192204371103,0.5119453454820245,0.0866433056317923,0.0002669629324981
39,25009,2021-01-01 10:00:00,0.2789115646258503,0.5867346938775511,0.5726210350584306,0.3507014028056112,0.294478527607362,0.5509708737864077,0.573051948051948,0.2439888503606656,0.3032427570500239,0.0,0.1621621621621621,0.9998016139718964,0.9943612129546032,0.000104685104545,0.5670459897152149,0.5742264161929386,0.0307952163390425
40,25010,2021-01-01 10:15:00,0.4557823129251701,0.3061224489795918,0.3005008347245409,0.2765531062124248,0.2453987730061349,0.2940360610263523,0.2987012987012987,0.1839649111307222,0.3032427570500239,0.0,0.1351351351351351,0.999787994927811,0.9944362525761314,0.0128297036659563,0.0597053469885098,0.0359227398660805,0.0004286810018979
41,25011,2021-01-01 10:30:00,0.1678004535147392,0.1836734693877551,0.1769616026711185,0.1823647294589178,0.1758691206543967,0.1882801664355062,0.1753246753246753,0.1603701285988409,0.3014899172516945,0.0,0.1351351351351351,0.999871538723014,0.994360863595184,0.0143767124307587,0.1104020653890234,0.0459896772807573,0.0093545618092334
42,25012,2021-01-01 10:45:00,0.1723356009070294,0.108843537414966,0.1068447412353923,0.1382765531062124,0.1329243353783231,0.1123439667128987,0.1022727272727272,0.129264037860629,0.2962313636255658,0.0,0.1621621621621621,0.9997849376260776,0.9943608635895208,0.013658458933144,0.1992159150785816,0.0423983568792476,0.0214427079318157
43,25013,2021-01-01 11:00:00,0.1428571428571428,0.0714285714285714,0.0701168614357262,0.0821643286573146,0.0797546012269938,0.0759361997226074,0.0681818181818181,0.0652992720194297,0.2988606575542005,0.0,0.1351351351351351,0.9998145387990748,0.9944123619861224,0.0143738046701036,0.0208084861962332,0.0143748162138533,0.0003203556912585
44,25014,2021-01-01 11:15:00,0.0929705215419501,0.119047619047619,0.1151919866444073,0.1142284569138276,0.1145194274028629,0.1251733703190014,0.112012987012987,0.0491724805159711,0.272567923654698,0.0,0.1621621621621621,0.999854157554824,0.9943879288008916,0.0142022364942877,0.2596220162432515,0.0091677277160206,0.0247618509638719
45,25015,2021-01-01 11:30:00,0.1020408163265306,0.151360544217687,0.1502504173622704,0.158316633266533,0.1574642126789366,0.1605409153952843,0.1444805194805195,0.0333050822182369,0.2594215567049464,0.0,0.1351351351351351,0.9998541223997132,0.994360863595184,0.0191631347673907,0.018641197188453,0.0202743768713847,0.0057047954299014
46,25016,2021-01-01 11:45:00,0.1133786848072562,0.1275510204081632,0.1235392320534223,0.1603206412825651,0.1574642126789366,0.1331484049930651,0.1185064935064935,0.0399518756266399,0.2681857899277339,0.0,0.1621621621621621,0.9998564709686708,0.9944153737278318,0.0185771335014415,0.1987395908140085,0.0124976148960759,0.3565943726324236
47,25017,2021-01-01 12:00:00,0.1201814058956916,0.0986394557823129,0.0968280467445742,0.1142284569138276,0.1124744376278118,0.1038488210818308,0.0925324675324675,0.0543058568456769,0.244522349956866,0.0,0.1351351351351351,0.9997881305532372,0.994382569983595,0.4232567000320388,0.0759528620169465,0.0003617916255738,0.0475871929540921
48,25018,2021-01-01 12:15:00,0.1065759637188208,0.1326530612244898,0.1302170283806344,0.1342685370741483,0.1329243353783231,0.1395631067961165,0.1282467532467532,0.0235038248857406,0.253286583179653,0.0,0.1621621621621621,0.9998844628466068,0.9943607432062146,0.4841410333672816,0.0082479554402782,0.0066000613790218,0.0591188566035738
49,25019,2021-01-01 12:30:00,0.1133786848072562,0.1853741496598639,0.1803005008347245,0.1763527054108216,0.1717791411042944,0.1879334257975034,0.1769480519480519,0.0216410387550278,0.2304995631079498,0.0,0.1621621621621621,0.9998235579670208,0.9943937792932556,0.0535776016416996,0.4145464891748788,0.0149950303502049,0.0162489235116421
50,25020,2021-01-01 12:45:00,0.1473922902494331,0.2006802721088435,0.1986644407345576,0.2264529058116232,0.2147239263803681,0.199375866851595,0.1964285714285714,0.0122662628466297,0.222611749784327,0.0,0.1351351351351351,0.9997847758291012,0.99440404065897,0.0419227842563048,0.5996301043139582,0.0002950532384805,0.0137794013128559
51,25021,2021-01-01 13:00:00,0.1723356009070294,0.2857142857142857,0.2737896494156928,0.2945891783567134,0.2719836400817996,0.2971567267683773,0.262987012987013,0.0964695126327847,0.2217353127695922,0.0,0.1621621621621621,0.999802874498502,0.9943608635966,0.0403489458814634,0.2751987551209567,0.000391999420949,0.0005400867170077
52,25022,2021-01-01 13:15:00,0.1859410430839002,0.1275510204081632,0.1235392320534223,0.1282565130260521,0.1267893660531697,0.1345353675450762,0.1201298701298701,0.1156767959729652,0.2015775695109532,0.0,0.1621621621621621,0.9997816610099204,0.9943619268617808,0.0379841416948052,0.029001239189056,0.0007671385581962,0.0302551294067146
53,25023,2021-01-01 13:30:00,0.1315192743764172,0.1666666666666666,0.1636060100166945,0.094188376753507,0.0920245398773006,0.17250346740638,0.1639610389610389,0.0923485320697503,0.2050832491076114,0.0,0.1351351351351351,0.9998509070514556,0.9944376618241294,0.0458650286450627,0.2862421834644196,0.0204670649796614,0.0004291946107936
54,25024,2021-01-01 13:45:00,0.0861678004535147,0.2074829931972789,0.2136894824707846,0.1603206412825651,0.1574642126789366,0.2000693481276005,0.2077922077922078,0.1618111748088056,0.187554782662037,0.0,0.1621621621621621,0.9998186986170414,0.994360863595184,0.0451162408007226,0.0164959117046322,0.0201178181200746,0.0131304756763207
